VoteChoice,Keywords
Nice,"[('nice', 1.0)]"
Nice ,"[('nice', 1.0)]"
All good,"[('good', 0.4393)]"
great experience  thnks mohit ,"[('mohit', 0.6086), ('experience', 0.4427), ('thnks', 0.3229)]"
Superb service by deepak,"[('deepak', 0.4983), ('service', 0.4713), ('superb', 0.4379)]"
I like you ,"[('like', 0.2526)]"
Good ,"[('good', 1.0)]"
Got an Good collection ,"[('collection', 0.6152), ('got', 0.3409), ('good', 0.3088)]"
"Introduce more designs in tops, shirts with a medium length. Vashi store had 80% tops that were crop tops or short tops/tees ","[('shirts', 0.4914), ('vashi', 0.3998), ('tees', 0.3579)]"
Thnx,"[('thnx', 1.0)]"
Good,"[('good', 1.0)]"
-,[]
Amazing collection ,"[('collection', 0.6737), ('amazing', 0.5643)]"
Good communication and behavior ,"[('communication', 0.6978), ('behavior', 0.5807), ('good', 0.2751)]"
Good collection,"[('collection', 0.7376), ('good', 0.3926)]"
Nice,"[('nice', 1.0)]"
Amazing collection and awesome fabric .,"[('fabric', 0.5503), ('collection', 0.3933), ('amazing', 0.3521)]"
Your Clothing quality is good but the Prices are little bit overpriced. In my opinion may be other customers would appreciate it if prices are decreased. ,"[('prices', 0.4247), ('overpriced', 0.4224), ('clothing', 0.2998)]"
It was best customer service at kolhapur Levi's store and very co operative team members I am relly happy to visit.,"[('kolhapur', 0.5166), ('levi', 0.3697), ('visit', 0.3311)]"
I faced a very good staff members and they know what customers are looking for so it was easy for shopping!! ,"[('customers', 0.4898), ('shopping', 0.4115), ('staff', 0.3632)]"
It was very good your staff Kajal Thakre handled it really well.. ,"[('kajal', 0.4479), ('thakre', 0.431), ('staff', 0.314)]"
More variety ,"[('variety', 0.839)]"
I find everything already good just keep it that way,"[('good', 0.2321), ('just', 0.1765), ('way', 0.1716)]"
Good ,"[('good', 1.0)]"
I liked collection ,"[('collection', 0.6972), ('liked', 0.42)]"
Good product. Excellent Service by Maggie,"[('maggie', 0.4805), ('service', 0.4605), ('product', 0.3616)]"
Good,"[('good', 1.0)]"
Awesome customer service,"[('customer', 0.6182), ('service', 0.5699), ('awesome', 0.3893)]"
Vishanka excellent service should get all ur staff trained for the same,"[('vishanka', 0.5158), ('staff', 0.4412), ('trained', 0.398)]"
Good,"[('good', 1.0)]"
Excellent service and courteous staff ,"[('courteous', 0.5679), ('service', 0.5452), ('staff', 0.5245)]"
Good sarvice  VASAVA Kartik ,"[('vasava', 0.5923), ('sarvice', 0.5825), ('kartik', 0.5751)]"
Good service n suggestions by Darshita patel,"[('service', 0.4789), ('suggestions', 0.4396), ('patel', 0.4233)]"
"I just love the brand Levi's compared with other brands worth the price,rate and fittings....","[('levi', 0.5572), ('brands', 0.4555), ('brand', 0.4505)]"
Nice exclusive collection  ,"[('exclusive', 0.6058), ('collection', 0.5937), ('nice', 0.3661)]"
Super product  Good  Good sarvice  Staff Kartik ,"[('sarvice', 0.5175), ('kartik', 0.4263), ('staff', 0.4071)]"
Priyanka Sing is an experienced sales person; knows what exactly suits to a customer.  Thanks Priyanka!,"[('priyanka', 0.6074), ('sing', 0.411), ('customer', 0.387)]"
It's all are good ,"[('good', 0.4679)]"
Good,"[('good', 1.0)]"
Good collection ,"[('collection', 0.7376), ('good', 0.3926)]"
Great,"[('great', 1.0)]"
.,[]
Good ,"[('good', 1.0)]"
Better material in mens t shirts and shirts for warmer weather,"[('shirts', 0.5289), ('warmer', 0.5241), ('material', 0.4095)]"
Dhiraj bhai is best ,"[('bhai', 0.6481), ('dhiraj', 0.6444), ('best', 0.2962)]"
NIC ,"[('nic', 1.0)]"
Thnx vip,"[('vip', 0.8133), ('thnx', 0.6723)]"
Excellent ,"[('excellent', 1.0)]"
It's perfect.             ,"[('perfect', 0.5418)]"
Good ,"[('good', 1.0)]"
Very good ??????,"[('good', 0.4074)]"
Best??,"[('best', 0.711)]"
Nice,"[('nice', 1.0)]"
Sanjay was very helpful in showing me the products. I am very happy.,"[('sanjay', 0.6216), ('products', 0.3905), ('happy', 0.2775)]"
Good,"[('good', 1.0)]"
Everything was good,"[('good', 0.4541)]"
Babu Nice service ,"[('babu', 0.7562), ('service', 0.5558), ('nice', 0.2285)]"
Very good experience  Rajesh ,"[('rajesh', 0.6483), ('experience', 0.5359), ('good', 0.2677)]"
Thnxxx ,"[('thnxxx', 1.0)]"
Ok,"[('ok', 1.0)]"
It’s was a good fitting and colours ,"[('colours', 0.4202), ('fitting', 0.4018), ('good', 0.189)]"
Mitesh Patel Niles  ,"[('patel', 0.6583), ('niles', 0.6217), ('mitesh', 0.4735)]"
Better to increase the New model’s ,"[('increase', 0.5037), ('model', 0.4822), ('new', 0.376)]"
Very good vipu,"[('vipu', 0.8437), ('good', 0.3348)]"
Have a great shopping experience ,"[('shopping', 0.6375), ('experience', 0.4627), ('great', 0.2482)]"
Good,"[('good', 1.0)]"
?????? ??? ,[]
Very good collection  ,"[('collection', 0.6643), ('good', 0.3414)]"
Very very good service ,"[('service', 0.5694), ('good', 0.2803)]"
?????? ?????? ??? ??????? kahar,"[('kahar', 0.8176)]"
Good ,"[('good', 1.0)]"
Nikith is very cute boy And I like the service very much Such a cute boy,"[('nikith', 0.6192), ('service', 0.328), ('cute', 0.303)]"
Rate are very high  ,"[('rate', 0.7378), ('high', 0.3121)]"
"Good work, keep it up","[('work', 0.3604), ('good', 0.2643)]"
"Awesome collection & beautiful  service. Loved the experience. Thankyou so much!  Mehul was very helpful, special thanks to him for quick & good support!","[('collection', 0.3153), ('awesome', 0.2775), ('mehul', 0.2689)]"
Experienced personalized service,"[('personalized', 0.6801), ('service', 0.6045), ('experienced', 0.4299)]"
No improvement needed....all is good and saes staff is very cooperative. Good luck store !,"[('improvement', 0.5812), ('saes', 0.3624), ('staff', 0.2357)]"
Excellent collection with excellent customer service. mr. Amzad is excellent  ,"[('amzad', 0.5193), ('collection', 0.4088), ('excellent', 0.243)]"
Good collection and staff very cooperative,"[('collection', 0.584), ('staff', 0.5746), ('cooperative', 0.5248)]"
Pavan Sharma guided me to my exact style requirements and was very helpful. Great shopping experience.,"[('style', 0.3779), ('requirements', 0.2904), ('shopping', 0.2857)]"
Great experience no need for any improvements ,"[('improvements', 0.6339), ('experience', 0.4428), ('great', 0.2592)]"
God,"[('god', 1.0)]"
Gppd,"[('gppd', 1.0)]"
"It's always a good experience at Levi's. For this store, they can increase trial rooms.","[('rooms', 0.4527), ('trial', 0.4259), ('levi', 0.3116)]"
"Overall good, neee modifications faster","[('neee', 0.5985), ('modifications', 0.5302), ('faster', 0.3915)]"
Staff behaviour,"[('staff', 0.7941), ('behaviour', 0.5194)]"
Ok,"[('ok', 1.0)]"
Asha was so helpful,"[('asha', 0.7314), ('helpful', 0.3861)]"
Hood,"[('hood', 1.0)]"
Everything isfine,"[('isfine', 0.8946)]"
Thnxxx,"[('thnxxx', 1.0)]"
Good service from Babloo ??,"[('babloo', 0.5832), ('service', 0.4696), ('good', 0.1415)]"
Nothing ,[]
I like the trial room and the comfort of that,"[('room', 0.4659), ('trial', 0.4656), ('comfort', 0.3366)]"
More Vairity ,"[('vairity', 0.8207)]"
More vairity,"[('vairity', 0.8207)]"
Excellent experience  ,"[('experience', 0.645), ('excellent', 0.5477)]"
good,"[('good', 1.0)]"
Ok,"[('ok', 1.0)]"
Very good ,"[('good', 0.7071)]"
Nice team ,"[('team', 0.6598), ('nice', 0.5222)]"
Nice prodoct,"[('prodoct', 0.79), ('nice', 0.3648)]"
Superb service by darshita,"[('darshita', 0.5748), ('service', 0.4477), ('superb', 0.4396)]"
Tushar was very  helpful very good customer service knows his product very good at upselling ,"[('upselling', 0.5521), ('tushar', 0.4972), ('product', 0.3225)]"
Best ,"[('best', 1.0)]"
Good quality service and staff behaviour so polite and nice,"[('polite', 0.4934), ('service', 0.4911), ('quality', 0.4714)]"
Satisfied ,"[('satisfied', 1.0)]"
Great service ,"[('service', 0.6395), ('great', 0.4811)]"
o.k.Nice.thanks.,"[('nice', 0.4295), ('thanks', 0.3272)]"
Best ??  ,"[('best', 0.711)]"
—,[]
Ok,"[('ok', 1.0)]"
More variety of women  tops and tshirts will help,"[('tshirts', 0.5317), ('women', 0.4147), ('variety', 0.3391)]"
It was a good experience shopping with Levi’s ,"[('levi', 0.5253), ('shopping', 0.4109), ('experience', 0.3064)]"
Thnx,"[('thnx', 1.0)]"
Just make sure to change style in short period of time  ,"[('style', 0.5039), ('change', 0.3438), ('make', 0.1906)]"
Providing online info about the products.,"[('products', 0.6075), ('online', 0.3746), ('info', 0.3574)]"
Good service and good suggestions by Mukunda,"[('mukunda', 0.5351), ('service', 0.4371), ('suggestions', 0.4238)]"
Happy,"[('happy', 1.0)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Focuses more on all things ,"[('focuses', 0.7319), ('things', 0.3747)]"
All good by song bhai,"[('bhai', 0.6258), ('song', 0.4362), ('good', 0.2396)]"
Happy ?? ,"[('happy', 0.6405)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
"Overall, I am very satisfied with my Levi's purchases and look forward to seeing how you continue to innovate in both style and sustainability. Thank you for making quality denim that I can rely on!","[('denim', 0.5441), ('levi', 0.4935), ('quality', 0.2833)]"
Superb service by hardik,"[('hardik', 0.5096), ('superb', 0.4416), ('service', 0.4353)]"
Nice serves by pooja dubey ,"[('pooja', 0.5531), ('dubey', 0.5374), ('serves', 0.4076)]"
good service by nikith sharma,"[('service', 0.5419), ('nikith', 0.3919), ('sharma', 0.3563)]"
Very good experience     ,"[('experience', 0.6577), ('good', 0.3294)]"
Best ,"[('best', 1.0)]"
Nice,"[('nice', 1.0)]"
Great support provided by Priyanka. Very helpful. Would visit again. ,"[('priyanka', 0.5488), ('support', 0.4183), ('helpful', 0.2764)]"
Good,"[('good', 1.0)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Good,"[('good', 1.0)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Nice,"[('nice', 1.0)]"
Nice experience ,"[('experience', 0.5535), ('nice', 0.4694)]"
Nice,"[('nice', 1.0)]"
Superb service by darshita,"[('darshita', 0.5748), ('service', 0.4477), ('superb', 0.4396)]"
Nice shopping experience well behaved staff. ,"[('staff', 0.4706), ('shopping', 0.4323), ('behaved', 0.3649)]"
..,[]
Keep up the good work! ,"[('work', 0.3946), ('good', 0.2164)]"
Ok,"[('ok', 1.0)]"
Excellent service and staff support  ,"[('service', 0.6009), ('staff', 0.5532), ('support', 0.5117)]"
????,[]
Very good service by salesman,"[('salesman', 0.6987), ('service', 0.6034), ('good', 0.2081)]"
"I love to wear ""levies "" but  I wish levies must expand  his range as per my opinion  last few years is going very down otherwise I am fan of levies. I hope you improve your style.","[('levies', 0.5537), ('wear', 0.3167), ('style', 0.273)]"
Good service  by faizn,"[('faizn', 0.644), ('service', 0.5071), ('good', 0.2037)]"
Pretty good experience overall,"[('experience', 0.6758), ('overall', 0.4814), ('pretty', 0.3433)]"
Good,"[('good', 1.0)]"
very good ,"[('good', 0.7071)]"
More variety of jeans and shirts should be designed for better experience ,"[('jeans', 0.6055), ('shirts', 0.5279), ('variety', 0.2671)]"
It was a wonderful experience with Vikram employe number: 006015.  Would recommend to others to ask his advice while selecting their clothes,"[('vikram', 0.4425), ('clothes', 0.417), ('employe', 0.3242)]"
Keep up the good work ,"[('work', 0.5023), ('good', 0.2799)]"
Thanks anil ,"[('anil', 0.7243), ('thanks', 0.4857)]"
Niraj by good service,"[('niraj', 0.7536), ('service', 0.4763), ('good', 0.1846)]"
Very good,"[('good', 0.7071)]"
All ok,"[('ok', 0.6241)]"
Nice,"[('nice', 1.0)]"
Good,"[('good', 1.0)]"
Nice,"[('nice', 1.0)]"
Excellent service by pavan Sharma ,"[('service', 0.515), ('sharma', 0.3921), ('pavan', 0.3502)]"
. ,[]
Good,"[('good', 1.0)]"
Better,"[('better', 1.0)]"
Wow ,"[('wow', 1.0)]"
Na,"[('na', 1.0)]"
Customer service was really good and I would love to recommend it to my friends and family ??,"[('customer', 0.4138), ('service', 0.3799), ('recommend', 0.3064)]"
Points should be valid at least 5 years,"[('points', 0.4342), ('years', 0.3941), ('valid', 0.3144)]"
I have visited Levi's  outlet at infinity mall and deal with Afreen and I found she is best sales  person and provide good suggestions. It was amazing experience .,"[('afreen', 0.4267), ('levi', 0.35), ('mall', 0.3438)]"
Awesome experience ,"[('experience', 0.6315), ('awesome', 0.4717)]"
Siddharth,"[('siddharth', 1.0)]"
Excellent Product,"[('excellent', 0.6385), ('product', 0.637)]"
Good ,"[('good', 1.0)]"
,[]
Nice,"[('nice', 1.0)]"
PLEASE KEEP MORE OPTIONS IN 42 SIZE. OTHERWISE EVERYTHING WAS PERFECT! ,"[('42', 0.5655), ('options', 0.3622), ('size', 0.3392)]"
More options in formal shirts,"[('shirts', 0.7137), ('formal', 0.4516), ('options', 0.3838)]"
Awesome staff service and well managed by staff members!!,"[('staff', 0.591), ('service', 0.4569), ('managed', 0.2884)]"
It was nice experience ,"[('experience', 0.5223), ('nice', 0.3293)]"
Superb,"[('superb', 1.0)]"
The stock or collection in my town Gandhidham Gujarat was so limited comparatively to other Levis Stores in My state!! So recommending you to increase the same! ,"[('gujarat', 0.4003), ('gandhidham', 0.3769), ('stock', 0.3661)]"
Had a great experience to visit and happy to have the collection which i am exploring as well as expecting from brand Levi’s,"[('levi', 0.4494), ('brand', 0.4123), ('collection', 0.3617)]"
Really appreciated ??,"[('appreciated', 0.5971), ('really', 0.2316)]"
Good service ????,"[('service', 0.6162), ('good', 0.2258)]"
Fabulous ,"[('fabulous', 1.0)]"
Good ,"[('good', 1.0)]"
Nice ,"[('nice', 1.0)]"
good service by Mr. Mario,"[('mario', 0.5552), ('service', 0.4483), ('mr', 0.3092)]"
Very good ,"[('good', 0.7071)]"
Good,"[('good', 1.0)]"
Very good,"[('good', 0.7071)]"
Staffs are too friendly,"[('staffs', 0.6769), ('friendly', 0.396)]"
Very nice  ,"[('nice', 0.6794)]"
ok,"[('ok', 1.0)]"
Great experience ,"[('experience', 0.6299), ('great', 0.4188)]"
Good,"[('good', 1.0)]"
Superb,"[('superb', 1.0)]"
Service is good. Rajesh Rathod was good and patient in showing the items.,"[('service', 0.4567), ('rajesh', 0.3511), ('items', 0.3305)]"
Good product ,"[('product', 0.7059), ('good', 0.4907)]"
Good ,"[('good', 1.0)]"
Prompt Service by Priyanka ,"[('priyanka', 0.5844), ('prompt', 0.5717), ('service', 0.4109)]"
Have more Levi’s 501 options. ,"[('levi', 0.5556), ('501', 0.481), ('options', 0.3994)]"
Yaron and Esther were very helpful. Thank you.,"[('esther', 0.4822), ('yaron', 0.4221), ('helpful', 0.2541)]"
"Best Service. Inorbit Mall, Vadodara. Good Service by toshif","[('vadodara', 0.6185), ('mall', 0.4579), ('toshif', 0.3742)]"
The executive working inside the taken store is very good natured very active and properly supported by showing and explaining the cloth in a very organized manner.,"[('executive', 0.4955), ('cloth', 0.4106), ('store', 0.318)]"
Excellent ,"[('excellent', 1.0)]"
Good sarvis by nikith ,"[('sarvis', 0.6043), ('nikith', 0.4724), ('good', 0.1659)]"
Good ,"[('good', 1.0)]"
All good,"[('good', 0.4393)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Okey ,"[('okey', 1.0)]"
Happy to shop,"[('shop', 0.6213), ('happy', 0.5059)]"
V good staff ,"[('staff', 0.7167), ('good', 0.2771)]"
Excellent ,"[('excellent', 1.0)]"
Good,"[('good', 1.0)]"
Good ??  ,"[('good', 0.6013)]"
Nice,"[('nice', 1.0)]"
Good service by Anil Goria,"[('goria', 0.5608), ('anil', 0.464), ('service', 0.4513)]"
More options for jackets.,"[('jackets', 0.7621), ('options', 0.4886)]"
Superbservice,"[('superbservice', 1.0)]"
Customer satisfaction is poor though brand but not customer friendly not ready to comprise for  2 rs only sorry to say but poor,"[('satisfaction', 0.4424), ('customer', 0.4355), ('rs', 0.4254)]"
Great guidance and service by satya,"[('satya', 0.7021), ('guidance', 0.4645), ('service', 0.3327)]"
Good,"[('good', 1.0)]"
Ok,"[('ok', 1.0)]"
Good,"[('good', 1.0)]"
Ok,"[('ok', 1.0)]"
Birthday month discount like other stores . ??,"[('discount', 0.5101), ('birthday', 0.4677), ('stores', 0.4016)]"
Please provide more colours and sizes in plus ,"[('colours', 0.5154), ('sizes', 0.5128), ('plus', 0.2524)]"
I always wear 512 jeans ?? it's really a good fitting,"[('jeans', 0.6051), ('wear', 0.3825), ('512', 0.3383)]"
It was a great experience. Shaheed was super helpful and patient in recommending clothes for me to try on. ,"[('recommending', 0.328), ('experience', 0.2986), ('clothes', 0.2958)]"
Improve shirt range for better choice..there are limited shirt collection at store,"[('shirt', 0.4809), ('range', 0.3727), ('improve', 0.3096)]"
I think entire collection is good .. ,"[('collection', 0.5889), ('entire', 0.369), ('good', 0.1808)]"
I always felt that the collection in shirts is a bit less in numbers.,"[('shirts', 0.5455), ('collection', 0.3934), ('numbers', 0.3076)]"
Excellent and helpful staff,"[('staff', 0.6806), ('helpful', 0.4662), ('excellent', 0.3339)]"
Very good ?? ,"[('good', 0.431)]"
Very good service ,"[('service', 0.5967), ('good', 0.3583)]"
Good,"[('good', 1.0)]"
Very happy with the choices and the support staff were excellent,"[('support', 0.3922), ('happy', 0.3597), ('staff', 0.3542)]"
Good ,"[('good', 1.0)]"
Good service and store manager very good sarvice good communication ,"[('service', 0.4683), ('store', 0.4357), ('manager', 0.4115)]"
Good,"[('good', 1.0)]"
Ok,"[('ok', 1.0)]"
Collection is too good,"[('collection', 0.8088), ('good', 0.2198)]"
All clothes are very good ?? ane service is very nice,"[('clothes', 0.5403), ('service', 0.3886), ('ane', 0.3231)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Tausif ,"[('tausif', 1.0)]"
Y,[]
Asha has really been a very good sales person. Very warm and good towards us as a client. Keep it up.,"[('asha', 0.4514), ('sales', 0.3822), ('client', 0.2842)]"
It’s finest ,"[('finest', 0.7412)]"
good,"[('good', 1.0)]"
Nice ,"[('nice', 1.0)]"
Excellent collection and nice behaviour of staff members ??,"[('staff', 0.5886), ('collection', 0.4657), ('members', 0.3933)]"
Good,"[('good', 1.0)]"
To much prices ,"[('prices', 0.667)]"
Good,"[('good', 1.0)]"
Nice,"[('nice', 1.0)]"
Yaa,"[('yaa', 1.0)]"
God,"[('god', 1.0)]"
More Denim options for women in lycra...Thanks!,"[('denim', 0.6482), ('lycra', 0.4871), ('women', 0.3255)]"
Nothing everything perfect ,"[('perfect', 0.426)]"
